transaction_type,category,transaction_time,amount,account_name,ledger_name,tag,recorder,remark,original_refund_amount,transaction_id,transaction_date,transaction_month,transaction_week,weekday_name,amount_abs,refund_amount,net_amount,signed_amount,analysis_scope,scene_l1,scene_l2,necessity_type,budget_type,risk_tag,analysis_note,clean_status,is_small_high_freq_scene,rule_large_amount,rule_small_high_freq,rule_budget_out_risk,rule_renewal_management,rule_food_delivery,rule_hit_count,risk_level,hit_rule_names,risk_reason,action_suggestion
支出,数码,2026-6-6 17:08,19.0,余额宝,自用-2605,软件会员,月岛雯,百度网盘月度会员,,TX0270,2026-06-06,2026-06,23,六,19.0,0,19.0,-19.0,日常经营分析,数码软件,月度会员,弹性支出,预算外,续费管理,专项分析,已清洗,0.0,0,0,1,1,0,2,重点关注,预算外风险规则、续费管理规则,该交易属于预算外支出，且带有风险或优化标签；该交易属于软件/会员/订阅类支出，存在续费管理需求,建议建立订阅台账，记录续费周期、金额和实际使用频率；建议纳入月度预算复盘，判断是否可提前规划
支出,交通,2026-6-7 19:00,10.0,新加坡元,自用-2605,打车,月岛雯,,,TX0281,2026-06-07,2026-06,24,日,10.0,0,10.0,-10.0,日常经营分析,日常交通,舒适出行,可控支出,预算外,大额风险,视实际情况而定,已清洗,0.0,0,0,1,0,0,1,一般关注,预算外风险规则,该交易属于预算外支出，且带有风险或优化标签,建议纳入月度预算复盘，判断是否可提前规划
支出,餐饮,2026-6-8 13:41,22.98,美团月付,自用-2605,外卖,月岛雯,中饭,,TX0286,2026-06-08,2026-06,24,一,22.98,0,22.98,-22.98,日常经营分析,餐饮消费,美食外卖,必要支出,预算内,可优化支出,高频刚需消费,已清洗,0.0,0,0,0,0,1,1,一般关注,外卖频次规则,该交易属于美食外卖，是餐饮高占比的重要驱动场景,建议关注外卖频次，尝试用食堂、做饭或提前备餐替代部分场景
支出,餐饮,2026-6-8 16:05,19.87,美团月付,自用-2605,外卖,月岛雯,绝味鸭脖,,TX0287,2026-06-08,2026-06,24,一,19.87,0,19.87,-19.87,日常经营分析,餐饮消费,美食外卖,必要支出,预算内,可优化支出,高频刚需消费,已清洗,0.0,0,0,0,0,1,1,一般关注,外卖频次规则,该交易属于美食外卖，是餐饮高占比的重要驱动场景,建议关注外卖频次，尝试用食堂、做饭或提前备餐替代部分场景
支出,快递,2026-6-8 16:05,1.0,美团月付,自用-2605,打包,月岛雯,绝味鸭脖,,TX0288,2026-06-08,2026-06,24,一,1.0,0,1.0,-1.0,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,水果,2026-6-8 16:51,29.09,美团月付,自用-2605,外卖,月岛雯,果切,,TX0289,2026-06-08,2026-06,24,一,29.09,0,29.09,-29.09,日常经营分析,日常水果,果切,弹性支出,预算内,是否实惠,专项分析,已清洗,0.0,0,0,0,0,0,0,暂无明显规则命中,无,当前规则下未发现明显风险命中,保持正常记录，后续继续月度复盘
支出,快递,2026-6-8 16:51,1.9,美团月付,自用-2605,打包,月岛雯,果切,,TX0290,2026-06-08,2026-06,24,一,1.9,0,1.9,-1.9,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,餐饮,2026-6-9 15:32,23.45,美团月付,自用-2605,外卖,月岛雯,晚饭,,TX0293,2026-06-09,2026-06,24,二,23.45,0,23.45,-23.45,日常经营分析,餐饮消费,美食外卖,必要支出,预算内,可优化支出,高频刚需消费,已清洗,0.0,0,0,0,0,1,1,一般关注,外卖频次规则,该交易属于美食外卖，是餐饮高占比的重要驱动场景,建议关注外卖频次，尝试用食堂、做饭或提前备餐替代部分场景
支出,快递,2026-6-9 15:33,1.5,美团月付,自用-2605,打包,月岛雯,晚饭,,TX0294,2026-06-09,2026-06,24,二,1.5,0,1.5,-1.5,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,餐饮,2026-6-10 13:34,21.92,平安银行,自用-2605,外卖,月岛雯,中饭,,TX0296,2026-06-10,2026-06,24,三,21.92,0,21.92,-21.92,日常经营分析,餐饮消费,美食外卖,必要支出,预算内,可优化支出,高频刚需消费,已清洗,0.0,0,0,0,0,1,1,一般关注,外卖频次规则,该交易属于美食外卖，是餐饮高占比的重要驱动场景,建议关注外卖频次，尝试用食堂、做饭或提前备餐替代部分场景
支出,快递,2026-6-10 13:34,1.0,平安银行,自用-2605,打包,月岛雯,中饭,,TX0297,2026-06-10,2026-06,24,三,1.0,0,1.0,-1.0,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,娱乐,2026-6-10 17:29,53.0,南京银行-活期,自用-2605,打球,月岛雯,俱乐部打球,,TX0298,2026-06-10,2026-06,24,三,53.0,0,53.0,-53.0,日常经营分析,娱乐消费,俱乐部打球,必要支出,预算内,无明显风险,专项分析,已清洗,0.0,0,0,0,0,0,0,暂无明显规则命中,无,当前规则下未发现明显风险命中,保持正常记录，后续继续月度复盘
支出,水果,2026-6-10 19:57,17.69,南京银行-活期,自用-2605,外卖,月岛雯,果切,,TX0299,2026-06-10,2026-06,24,三,17.69,0,17.69,-17.69,日常经营分析,日常水果,果切,弹性支出,预算内,是否实惠,专项分析,已清洗,0.0,0,0,0,0,0,0,暂无明显规则命中,无,当前规则下未发现明显风险命中,保持正常记录，后续继续月度复盘
支出,快递,2026-6-10 19:58,1.9,南京银行-活期,自用-2605,打包,月岛雯,果切,,TX0300,2026-06-10,2026-06,24,三,1.9,0,1.9,-1.9,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,餐饮,2026-6-10 20:06,19.88,美团月付,自用-2605,外卖,月岛雯,绝味鸭脖,,TX0301,2026-06-10,2026-06,24,三,19.88,0,19.88,-19.88,日常经营分析,餐饮消费,美食外卖,必要支出,预算内,可优化支出,高频刚需消费,已清洗,0.0,0,0,0,0,1,1,一般关注,外卖频次规则,该交易属于美食外卖，是餐饮高占比的重要驱动场景,建议关注外卖频次，尝试用食堂、做饭或提前备餐替代部分场景
支出,快递,2026-6-10 20:07,1.0,美团月付,自用-2605,打包,月岛雯,绝味鸭脖,,TX0302,2026-06-10,2026-06,24,三,1.0,0,1.0,-1.0,日常经营分析,餐饮消费,外卖打包,可控支出,预算外,积少成多,非必要支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,娱乐,2026-6-11 8:17,140.0,南京银行-活期,自用-2605,吃喝,月岛雯,交大海底捞聚餐,,TX0303,2026-06-11,2026-06,24,四,140.0,0,140.0,-140.0,日常经营分析,娱乐消费,娱乐吃喝,弹性支出,预算内,无明显风险,专项分析,已清洗,0.0,1,0,0,0,0,1,一般关注,单笔大额规则,单笔金额较高，需要复核支出必要性,建议核对该笔支出的必要性、预算类型和备注说明
支出,交通,2026-6-11 8:42,1.5,余额宝,自用-2605,骑行,月岛雯,,,TX0304,2026-06-11,2026-06,24,四,1.5,0,1.5,-1.5,日常经营分析,日常交通,经济出行,必要支出,预算内,无明显风险,高频刚需消费,已清洗,1.0,0,1,0,0,0,1,一般关注,高频小额规则,该场景存在小额高频特征，可能形成隐性累计成本,建议设置月度频次提醒，避免小额支出积少成多
支出,餐饮,2026-6-11 8:55,4.5,校园卡,自用-2605,食堂,月岛雯,早餐,,TX0305,2026-06-11,2026-06,24,四,4.5,0,4.5,-4.5,日常经营分析,餐饮消费,校园餐饮,必要支出,预算内,无明显风险,高频刚需消费,已清洗,0.0,0,0,0,0,0,0,暂无明显规则命中,无,当前规则下未发现明显风险命中,保持正常记录，后续继续月度复盘
支出,日用,2026-6-11 9:42,29.07,平安银行,自用-2605,电子产品,月岛雯,手环表带,,TX0306,2026-06-11,2026-06,24,四,29.07,0,29.07,-29.07,日常经营分析,日用购买,电子产品,弹性支出,预算外,无明显风险,专项分析,已清洗,0.0,0,0,0,0,0,0,暂无明显规则命中,无,当前规则下未发现明显风险命中,保持正常记录，后续继续月度复盘
支出,日用,2026-6-11 9:43,5.64,平安银行,自用-2605,家居用品,月岛雯,玻璃吸管,,TX0307,2026-06-11,2026-06,24,四,5.64,0,5.64,-5.64,日常经营分析,日用购买,家具用品,必要支出,预算内,无明显风险,专项分析,已清洗,0.0,0,0,0,0,0,0,暂无明显规则命中,无,当前规则下未发现明显风险命中,保持正常记录，后续继续月度复盘
支出,日用,2026-6-11 9:51,29.9,南京银行-活期,自用-2605,日用清洗,月岛雯,拖把,,TX0309,2026-06-11,2026-06,24,四,29.9,0,29.9,-29.9,日常经营分析,日用购买,日用清洗,必要支出,预算内,无明显风险,专项分析,已清洗,0.0,0,0,0,0,0,0,暂无明显规则命中,无,当前规则下未发现明显风险命中,保持正常记录，后续继续月度复盘
支出,数码,2026-6-11 11:23,134.99,花呗,自用-2605,软件会员,月岛雯,chatgpt月度会员,,TX0310,2026-06-11,2026-06,24,四,134.99,0,134.99,-134.99,日常经营分析,数码软件,月度会员,弹性支出,预算外,续费管理,专项分析,已清洗,0.0,1,0,1,1,0,3,重点关注,单笔大额规则、预算外风险规则、续费管理规则,单笔金额较高，需要复核支出必要性；该交易属于预算外支出，且带有风险或优化标签；该交易属于软件/会员/订阅类支出，存在续费管理需求,建议建立订阅台账，记录续费周期、金额和实际使用频率；建议纳入月度预算复盘，判断是否可提前规划；建议核对该笔支出的必要性、预算类型和备注说明
支出,服饰,2026-6-11 11:44,0.01,中国银行,自用-2605,饰品,月岛雯,耳挂,,TX0311,2026-06-11,2026-06,24,四,0.01,0,0.01,-0.01,日常经营分析,日常服饰,日常饰品,可控支出,预算外,非必要支出,可控支出,已清洗,1.0,0,1,1,0,0,2,重点关注,高频小额规则、预算外风险规则,该场景存在小额高频特征，可能形成隐性累计成本；该交易属于预算外支出，且带有风险或优化标签,建议设置月度频次提醒，避免小额支出积少成多；建议纳入月度预算复盘，判断是否可提前规划
支出,餐饮,2026-6-11 12:08,15.0,校园卡,自用-2605,食堂,月岛雯,中饭,,TX0312,2026-06-11,2026-06,24,四,15.0,0,15.0,-15.0,日常经营分析,餐饮消费,校园餐饮,必要支出,预算内,无明显风险,高频刚需消费,已清洗,0.0,0,0,0,0,0,0,暂无明显规则命中,无,当前规则下未发现明显风险命中,保持正常记录，后续继续月度复盘
支出,甜品,2026-6-11 12:54,3.0,校园卡,自用-2605,食堂,月岛雯,冰淇淋,,TX0313,2026-06-11,2026-06,24,四,3.0,0,3.0,-3.0,日常经营分析,日常甜品,休闲零食,弹性支出,预算外,无明显风险,专项分析,已清洗,1.0,0,1,0,0,0,1,一般关注,高频小额规则,该场景存在小额高频特征，可能形成隐性累计成本,建议设置月度频次提醒，避免小额支出积少成多
支出,数码,2026-6-11 16:26,108.0,平安银行,自用-2605,软件会员,月岛雯,木木记账永久会员,,TX0315,2026-06-11,2026-06,24,四,108.0,0,108.0,-108.0,日常经营分析,数码软件,永久会员,弹性支出,预算外,续费管理,专项分析,已清洗,0.0,1,0,1,1,0,3,重点关注,单笔大额规则、预算外风险规则、续费管理规则,单笔金额较高，需要复核支出必要性；该交易属于预算外支出，且带有风险或优化标签；该交易属于软件/会员/订阅类支出，存在续费管理需求,建议建立订阅台账，记录续费周期、金额和实际使用频率；建议纳入月度预算复盘，判断是否可提前规划；建议核对该笔支出的必要性、预算类型和备注说明
